Company Name,Rating,No_of_Reviews,No_of_Followers,Tags,Type,Year Founded,Company Size,HQ Location,Website,Company Type
American Bureau of Shipping (ABS),3.8,(17 reviews),510 followers ,"Ports & Shipping, Courier / Logistics, Private, Corporate, B2B",Private,1862 (162 yrs old),5001-10000,"Texas, USA",https://ww2.eagle.org/en.html,Corporate
Strand Life Sciences,4.1,(64 reviews),0,"Biotechnology, Internet, Private, Corporate, B2C",Private,2000 (24 yrs old),51-200,,,Corporate
Total Group,,,2.3K followers ,"Courier / Logistics, Corporate, B2B",,1998 (26 yrs old),201-500,"Mumbai, Maharashtra",https://totalgroup.in/,Corporate
Vakilsearch,3.6,(156 reviews),0,"Legal, Internet, Private, Startup, Corporate, B2C, B2B, Minicorn",Private,2012 (12 yrs old),51-200,"Chennai, India",https://vakilsearch.com/,Corporate
Excell Broadband,3.9,(25 reviews),0,"Telecom / ISP, Private, Corporate, B2C, B2B",Private,1998 (26 yrs old),201-500,,http://www.excellmedia.net,Corporate
Evolutyz IT Services,4.6,(60 reviews),0,"IT Services & Consulting, Software Product, Corporate, B2B",,2011 (13 yrs old),51-200,"Visakhapatnam, Andhra Pradesh",https://www.evolutyz.com/,Corporate
Vijay Raja Homes,4.2,(87 reviews),0,"Real Estate, Financial Services, Private, Corporate, B2C, B2B",Private,1949 (75 yrs old),01-Oct,,https://vijayrajagroup.com/,Corporate
Muthoot FinCorp (MFL),4,(3.2K reviews),47.5K followers ,"NBFC, Financial Services, Private, Corporate, B2C, B2B, Conglomerate",Private,1887 (137 yrs old),10001-50000,,,Corporate
GTI Infotel,,,0,"Medical Services / Hospital, Private, Corporate, B2B",Private,2011 (13 yrs old),51-200,,http://www.gtiinfotel.com/,Corporate
Krishna Institute of Medical Sciences,4.3,(93 reviews),0,"Medical Services / Hospital, Private, Corporate, B2C",Private,2000 (24 yrs old),501-1000,,http://www.kimskarad.in/,Corporate
Webkype,4.8,(14 reviews),0,"Design, Private, Corporate, SaaS",Private,2015 (9 yrs old),Nov-50,"Greater Noida, Uttar Pradesh",https://www.webkype.com,Corporate
SGI,,,0,"Education / Training, Private, Corporate, B2C",Private,1990 (34 yrs old),,,http://www.satyaedu.org/,Corporate
Kumaran Systems,3.7,(118 reviews),159 followers ,"IT Services & Consulting, Software Product, Private, Corporate, B2B",Private,1990 (34 yrs old),1001-5000,Chennai,https://kumaran.com/,Corporate
Campus Activewear,4.2,(152 reviews),0,"Textile & Apparel, Public, Corporate, B2C, B2B",Public,2006 (18 yrs old),1001-5000,,https://www.campusactivewear.com/,Corporate
Suprajit Engineering,3.8,(363 reviews),0,"Auto Components, Engineering & Construction, Public, Corporate, B2B",Public,1985 (39 yrs old),1001-5000,,,Corporate
META SOFT TECH SYSTEMS PRIVATE LIMTED,,,106 followers ,"IT Services & Consulting, Corporate, B2B",,2012 (12 yrs old),201-500,US,https://www.mstsolutions.com/,Corporate
NetBiz Systems,,,0,"Advertising & Marketing, IT Services & Consulting, Private, Corporate, B2B",Private,2003 (21 yrs old),51-200,,http://www.netbiz.in,Corporate
Technico Industries,3.8,(283 reviews),0,"Auto Components, Industrial Equipment / Machinery, Private, Corporate, B2B",Private,1970 (54 yrs old),501-1000,,https://www.technicoindustries.com,Corporate
Space Matrix Design Consultants,3.7,(103 reviews),0,"Real Estate, Private, Corporate, B2B",Private,2001 (23 yrs old),501-1000,,http://www.spacematrix.com,Corporate
CodeStore,4.7,(16 reviews),0,"IT Services & Consulting, Private, Corporate, B2B",Private,2015 (9 yrs old),51-200,,https://www.codestoresolutions.com/,Corporate
Dhanashree Electronics,,,0,"Electrical Equipment, Financial Services, Public, Corporate, B2C",Public,1989 (35 yrs old),Nov-50,,,Corporate
Piramal Swasthya,4.2,(282 reviews),0,"Medical Services / Hospital, NGO/NPO, Corporate, B2C, B2B",NGO/NPO,2007 (17 yrs old),1001-5000,,,Corporate
SSP,,,0,"Industrial Equipment / Machinery, Hardware & Networking, Software Product, Private, Corporate, B2B",Private,1977 (47 yrs old),501-1000,,https://www.sspindia.com/,Corporate
Shree Shubham Logistics,4.4,(89 reviews),214 followers ,"Courier / Logistics, Public, Corporate, B2B",Public,2007 (17 yrs old),201-500,,,Corporate
Topcem Cement,3.9,(202 reviews),0,"Building Material, Engineering & Construction, Private, Corporate, B2B",Private,2003 (21 yrs old),501-1000,,http://www.topcem.in,Corporate
Mirum,,,0,"Internet, Advertising & Marketing, Private, Corporate, B2B",Private,2009 (15 yrs old),201-500,,https://www.mirumindia.com,Corporate
Astrotech India,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,2003 (21 yrs old),02-Oct,,https://www.astrotechindia.com/,Corporate
Citrus Informatics,4.6,(52 reviews),0,"IT Services & Consulting, Private, Corporate, B2B",Private,2010 (14 yrs old),51-200,,http://www.citrusinformatics.com,Corporate
Kanti Devi Medical College Hospital and Research Center (KDMCHRC),,,0,"Education / Training, Medical Services / Hospital, Private, Corporate, B2C",Private,2014 (10 yrs old),Nov-50,,http://www.kdmch.in,Corporate
IFFCO Tokio,4.1,(956 reviews),0,"Insurance, Financial Services, Private, Corporate, B2C, B2B",Private,2000 (24 yrs old),5001-10000,,http://www.iffcotokio.co.in,Corporate
UNIKUL Solutions,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,2009 (15 yrs old),Nov-50,,http://www.unikul.com,Corporate
Pandit Ventures,4.2,(53 reviews),0,"Software Product, Private, Corporate, B2C",Private,2003 (21 yrs old),51-200,,,Corporate
GSR Business Services,3.7,(61 reviews),0,"IT Services & Consulting, Private, Corporate, B2B",Private,1992 (32 yrs old),Nov-50,,http://www.gsr-inc.com,Corporate
Elofic,3.9,(135 reviews),0,"Auto Components, Private, Corporate, B2B",Private,1951 (73 yrs old),501-1000,,http://www.elofic.com,Corporate
Lilavati Hospital & Research Centre,4.1,(109 reviews),809 followers ,"Medical Services / Hospital, Healthcare / Pharma, Private, Corporate, B2C",Private,1997 (27 yrs old),1001-5000,,,Corporate
Gracure Pharmaceuticals,3.6,(174 reviews),0,"Pharmaceutical & Life Sciences, Medical Services / Hospital, Private, Corporate, B2C",Private,1992 (32 yrs old),501-1000,"New Delhi, Delhi",https://www.gracure.com/,Corporate
Lucas TVS,4,(1.4K reviews),0,"Auto Components, Private, Corporate, B2C, B2B",Private,1961 (63 yrs old),5001-10000,,http://www.lucas-tvs.com,Corporate
People First Consultants,4,(9 reviews),0,"Recruitment / Staffing, Private, Corporate, B2C, B2B",Private,1995 (29 yrs old),Nov-50,,https://peoplefirst.co.in/,Corporate
ArcGate,3.6,(236 reviews),0,"IT Services & Consulting, Private, Corporate, B2B",Private,2005 (19 yrs old),1001-5000,,https://arcgate.com/,Corporate
IDFC FIRST Bank,4,(8.7K reviews),51.9K followers ,"Banking, Financial Services, Public, Corporate, B2C, B2B",Public,2018 (6 yrs old),10001-50000,"Mumbai, Maharashtra",https://careers.idfcfirstbank.com/in/en/BankathonQuest,Corporate
Reliance Life Sciences,3.6,(356 reviews),0,"Clinical Research / Contract Research, Financial Services, Private, Corporate, B2B",Private,2001 (23 yrs old),501-1000,,https://www.rellife.com/,Corporate
Ahana Systems & Solutions,3.9,(172 reviews),0,"IT Services & Consulting, Private, Corporate, B2B",Private,2007 (17 yrs old),201-500,,http://ahana.co.in,Corporate
Axa Parenterals,3.8,(130 reviews),0,"Pharmaceutical & Life Sciences, Public, Corporate, B2C",Public,2005 (19 yrs old),1001-5000,,http://www.axaparenterals.com,Corporate
SBT Research,,,0,"Printing & Publishing, Financial Services, Private, Corporate, B2C, B2B",Private,,51-200,,https://www.sbtresearch.com,Corporate
SMS Infrastructure,4.1,(250 reviews),0,"Engineering & Construction, Real Estate, Private, Corporate, B2B",Private,1963 (61 yrs old),5001-10000,,http://www.smsl.co.in/smsbrand.htm,Corporate
Superior Innovative Technologies,3.9,(9 reviews),0,"IT Services & Consulting, Private, Corporate, B2B",Private,2003 (21 yrs old),201-500,,http://sivtek.com,Corporate
Samkrg Pistons and Rings,3.9,(57 reviews),0,"Auto Components, Private, Corporate, B2B",Private,1985 (39 yrs old),201-500,,http://www.samkrgpistonsandrings.com/,Corporate
Elbrit,4.1,(44 reviews),0,"Pharmaceutical & Life Sciences, Private, Corporate, B2C",Private,2014 (10 yrs old),201-500,,https://elbrit.org,Corporate
CashLink Global Systems,4.1,(66 reviews),0,"FinTech / Payments, Private, Corporate, B2B",Private,2004 (20 yrs old),201-500,,http://www.cashlinkglobalsystems.com/,Corporate
RamSoft,,,0,"Medical Services / Hospital, Private, Corporate, SaaS",,1994 (30 yrs old),51-200,"Toronto, ON, Canada",https://www.ramsoft.com/,Corporate
Infibeam Avenues (IAL) ,,,1K followers ,"FinTech / Payments, Retail, Public, Corporate, B2C",Public,2007 (17 yrs old),501-1000,,,Corporate
Gainwell Commosales,4.2,(382 reviews),0,"Industrial Equipment / Machinery, Private, Corporate, B2B",Private,1944 (80 yrs old),1001-5000,,https://www.gainwellindia.com/,Corporate
Sun Direct,4.2,(157 reviews),3.6K followers ,"TV / Radio, Private, Corporate, B2C",Private,2007 (17 yrs old),501-1000,,,Corporate
Beumer,4,(143 reviews),0,"Industrial Equipment / Machinery, Private, Corporate, B2B",Private,1935 (89 yrs old),1001-5000,,https://www.beumergroup.com,Corporate
Java R&D,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,2008 (16 yrs old),201-500,,http://www.javarndcorp.com/,Corporate
Brickwork India,3.7,(93 reviews),0,"Financial Services, Hardware & Networking, Private, Corporate, B2B",Private,2005 (19 yrs old),,,http://www.brickworkindia.com,Corporate
Gilpin Tours Travel Management,,,0,"Travel & Tourism, Private, Corporate, B2C, B2B",Private,1998 (26 yrs old),51-200,,http://www.gilpin.in,Corporate
Stalwart Management Consulting,4.2,(16 reviews),0,"Recruitment / Staffing, LLP, Corporate, B2C, B2B",LLP,2009 (15 yrs old),51-200,,http://www.stalwartmanagement.com,Corporate
Stallion Technologies,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,2004 (20 yrs old),Nov-50,,http://www.stalliontechnologies.in/,Corporate
Krystal Integrated Services,4,(120 reviews),0,"Facility Management Services, Private, Corporate, B2B",Private,2000 (24 yrs old),201-500,,http://www.krystal-group.com/,Corporate
Lipi,3.6,(193 reviews),0,"Miscellaneous, IT Services & Consulting, Private, Corporate, B2B",Private,1993 (31 yrs old),1001-5000,,https://lipi.in/,Corporate
Experis,,,0,"Recruitment / Staffing, IT Services & Consulting, Private, Corporate, B2B",Private,1998 (26 yrs old),1001-5000,,https://www.experisIndia.com/,Corporate
searce,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,2004 (20 yrs old),501-1000,,https://www.searce.com/home,Corporate
Ecosmob Technologies,,,0,"IT Services & Consulting, Hardware & Networking, Software Product, Private, Corporate, B2B",Private,2006 (18 yrs old),51-200,,http://www.ecosmob.com,Corporate
Wonderla Holidays,4.5,(289 reviews),0,"Hotels & Restaurants, Public, Corporate, B2C",Public,2000 (24 yrs old),1001-5000,,http://www.wonderla.com,Corporate
Tata Sky,4,(1.3K reviews),10.6K followers ,"Film / Music / Entertainment, Telecom / ISP, Public, Corporate, B2C",Public,2006 (18 yrs old),1001-5000,Mumbai,https://www.tataplay.com/,Corporate
Tamilnad Mercantile Bank,,,0,"Banking, Financial Services, Private, Corporate, B2C",Private,1921 (103 yrs old),1001-5000,,,Corporate
Jindal Aluminium,3.8,(314 reviews),4.5K followers ,"Metals & Mining, Public, Corporate, B2B",Public,1968 (56 yrs old),,,http://www.jindalaluminium.com,Corporate
Himalaya ,4.2,(1.8K reviews),22.1K followers ,"Pharmaceutical & Life Sciences, Internet, Beauty & Personal Care, Private, Corporate, B2C, B2B, Soonicorn",Private,1930 (94 yrs old),5001-10000,,https://himalayawellness.in,Corporate
Globus Infocom,4.7,(286 reviews),0,"e-Learning / EdTech, Education / Training, Private, Corporate, B2C, B2B, Conglomerate",Private,2001 (23 yrs old),201-500,,http://www.globusinfocom.com,Corporate
Dyuti Technologies,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,2007 (17 yrs old),501-1000,,http://www.dyutitech.com/,Corporate
Axalta,4.2,(141 reviews),0,"Chemicals, Private, Corporate, B2B",Private,2013 (11 yrs old),10001-50000,,,Corporate
Asirix Infotech,,,0,"Software Product, Private, Corporate, B2B",Private,2015 (9 yrs old),51-200,,http://www.asirixinfotech.com,Corporate
Richi Circuitronix,,,0,"Electronics Manufacturing, Private, Corporate, B2B",Private,2001 (23 yrs old),Nov-50,,http://www.circuitronix.com,Corporate
mastertrust,,,0,"Financial Services, Private, Corporate, B2C",Private,1994 (30 yrs old),501-1000,,,Corporate
Udgam School for Children,4.1,(16 reviews),0,"e-Learning / EdTech, Education / Training, Private, Corporate, B2C",Private,1965 (59 yrs old),51-200,,http://udgamschool.com,Corporate
Power Mech Projects,3.9,(1.4K reviews),883 followers ,"Engineering & Construction, Public, Corporate, Indian MNC, B2B",Public,2007 (17 yrs old),10001-50000,,,Corporate
ALL TIME PLASTICS,3.7,(116 reviews),0,"Petrochemical / Plastics / Rubber, Private, Corporate, B2B",Private,1964 (60 yrs old),1001-5000,,https://www.alltimeplastics.com/#/,Corporate
SUNWODA ELECTRONIC INDIA,4.2,(326 reviews),0,"Electronics Manufacturing, Private, Corporate, B2B",Private,1997 (27 yrs old),1001-5000,,http://www.sunwoda.com/en/index.aspx,Corporate
NSEIT,3.6,(1K reviews),3.9K followers ,"IT Services & Consulting, Law Enforcement / Security Services, Public, Corporate, B2C, B2B",Public,1999 (25 yrs old),1001-5000,,,Corporate
Securly Software,,,116 followers ,"Software Product, Private, Corporate, B2B",Private,2012 (12 yrs old),51-200,,,Corporate
Jio,4,(20.4K reviews),137.6K followers ,"Telecom / ISP, Public, Corporate, B2C, B2B",Public,2018 (6 yrs old),100001+,"Mumbai, India",http://www.jio.com,Corporate
Vasan Eye Care,4,(256 reviews),384 followers ,"Medical Services / Hospital, Private, Corporate, B2C",Private,2002 (22 yrs old),5001-10000,,,Corporate
BRANE ENTERPRISES PRIVATE LIMITED,,,1.4K followers ,"Software Product, IT Services & Consulting, LLP, Corporate, B2B",LLP,2017 (7 yrs old),1001-5000,"Hyderabad/Secunderabad, Telangana",https://www.braneenterprises.com/,Corporate
Modern Vidya Niketan,,,1.5K followers ,"Education / Training, Private, Corporate, B2C",Private,1983 (41 yrs old),501-1000,,,Corporate
dishtv,3.6,(924 reviews),2.2K followers ,"Film / Music / Entertainment, Public, Corporate, B2C",Public,2003 (21 yrs old),1001-5000,,http://www.dishtv.in,Corporate
Checkmate Services,4.3,(225 reviews),0,"Facility Management Services, Law Enforcement / Security Services, Private, Corporate, B2C",Private,1992 (32 yrs old),10001-50000,,https://www.checkmateservices.com/,Corporate
Clavis Technologies,4.6,(20 reviews),0,"IT Services & Consulting, Hardware & Networking, Software Product, Private, Corporate, B2B",Private,2013 (11 yrs old),51-200,,http://www.clavistechnologies.com,Corporate
Enkei Wheels India,4.2,(87 reviews),0,"Auto Components, Public, Corporate, B2C",Public,2009 (15 yrs old),201-500,,http://www.enkei.in/,Corporate
Champion Agro,,,0,"Retail, Financial Services, Private, Corporate, B2C",Private,1994 (30 yrs old),Nov-50,,http://www.championagro.com,Corporate
Amber Enterprises India,3.9,(440 reviews),0,"Consumer Electronics & Appliances, Internet, Industrial Equipment / Machinery, Public, Corporate, B2B",Public,1990 (34 yrs old),1001-5000,,http://www.ambergroupindia.com/,Corporate
Indospirit,3.8,(43 reviews),0,"FMCG, Private, Corporate, B2B",Private,2006 (18 yrs old),1001-5000,,https://www.indospirit.com/,Corporate
Tractors and Farm Equipment (TAFE),4.1,(1.9K reviews),18.1K followers ,"Automobile, Power, Urban Transport, Public, Corporate, B2C, B2B",Public,1960 (64 yrs old),,"Chennai, Tamil Nadu ",https://www.tafe.com/,Corporate
Miraclus Orthotech,,,0,"Medical Devices & Equipment, Private, Corporate, B2B",Private,2011 (13 yrs old),201-500,,https://miraclus.com/,Corporate
Cranes Software International,3.8,(23 reviews),0,"Hardware & Networking, Software Product, Public, Corporate, B2C, B2B",Public,1991 (33 yrs old),1001-5000,,http://www.cranessoftware.com,Corporate
Aka Logistics,,,0,"Courier / Logistics, Public, Corporate, B2B",Public,2008 (16 yrs old),1001-5000,,http://akalogistics.com/,Corporate
Gokaldas Exports,4,(288 reviews),270 followers ,"Textile & Apparel, Import & Export, Public, Corporate, B2B",Public,1979 (45 yrs old),10001-50000,,,Corporate
Vcommission Media,,,0,"Advertising & Marketing, Private, Corporate, B2B",Private,2008 (16 yrs old),51-200,,http://www.vcommission.com,Corporate
Allies Interactive Services,,,0,"IT Services & Consulting, Corporate, B2B",,1998 (26 yrs old),,,http://www.alliesinteractive.com,Corporate
Edureka,,,153 followers ,"e-Learning / EdTech, Internet, Private, Startup, Corporate, B2C, B2B",Private,2011 (13 yrs old),51-200,"Bengaluru, India",https://www.edureka.co,Corporate
Arbro Pharmaceuticals,3.9,(99 reviews),0,"Pharmaceutical & Life Sciences, Private, Corporate, B2C, B2B",Private,1985 (39 yrs old),51-200,,http://www.arbropharmaindia.com,Corporate
The Strategist,,,0,"Management Consulting, Analytics / KPO / Research, Private, Corporate, B2B",Private,2007 (17 yrs old),Nov-50,,http://thestrategist.in/,Corporate
Banasthali Public School,4.2,(5 reviews),0,"Education / Training, Private, Corporate, B2C",Private,1972 (52 yrs old),201-500,,https://www.banasthalipublicschool.com/,Corporate
Adreno Technologies,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,2004 (20 yrs old),201-500,,http://www.adrenotechnologies.com,Corporate
TransDyne ,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,2002 (22 yrs old),1001-5000,,http://www.transdyne.co.in/,Corporate
Brightsun Travel,,,0,"Travel & Tourism, Private, Corporate, B2B",Private,1986 (38 yrs old),201-500,,https://www.brightsun.co.in/,Corporate
Mapps It Services,,,0,"IT Services & Consulting, Hardware & Networking, Software Product, Private, Corporate, B2B",Private,2010 (14 yrs old),Nov-50,,http://www.mappsit.com/,Corporate
