Company Name,Rating,No_of_Reviews,No_of_Followers,Tags,Type,Year Founded,Company Size,HQ Location,Website,Company Type,company size category
Tikidan,3.7,(17 reviews),0,"Engineering & Construction, Chemicals, Private, Corporate, B2C, B2B",Private,2012 (12 yrs old),51-200,"Mumbai, India",https://tikidan.in/,Corporate,Small
S2 Tech,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,1997 (27 yrs old),51-200,,http://www.s2tech.com,Corporate,Small
ZINFI,3.7,(61 reviews),141 followers ,"Software Product, Hardware & Networking, Private, Corporate, B2B",Private,2007 (17 yrs old),51-200,,http://www.zinfi.com,Corporate,Small
Mithi Software Technologies,4.1,(54 reviews),0,"IT Services & Consulting, Hardware & Networking, Software Product, Private, Corporate, B2B",Private,1999 (25 yrs old),Nov-50,,https://www.mithi.com,Corporate,Small
Avaada Energy,4.4,(200 reviews),243 followers ,"Power, Internet, Private, Corporate, B2B, Soonicorn",Private,2009 (15 yrs old),501-1000,"Mumbai, India",https://avaadaenergy.com/,Corporate,Medium
Natco Pharma,4.0,(665 reviews),0,"Pharmaceutical & Life Sciences, Public, Corporate, B2B",Public,1981 (43 yrs old),1001-5000,,https://www.natcopharma.co.in/,Corporate,Medium
Enkei Wheels India,4.2,(87 reviews),0,"Auto Components, Public, Corporate, B2C",Public,2009 (15 yrs old),201-500,,http://www.enkei.in/,Corporate,Medium
Symbiosys Technologies,3.6,(59 reviews),0,"IT Services & Consulting, Private, Corporate, B2B",Private,2001 (23 yrs old),201-500,,https://symbiosystech.com/,Corporate,Medium
Ebizon Net Info,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,2007 (17 yrs old),51-200,,http://www.ebizontek.com,Corporate,Small
India Infrastructure Publishing,,,0,"Printing & Publishing, Private, Corporate, B2B",Private,1996 (28 yrs old),51-200,,http://www.indiainfrastructure.com,Corporate,Small
Omniwyse Technologies,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,2015 (9 yrs old),51-200,,http://www.omniwyse.com,Corporate,Small
Webicules,4.3,(12 reviews),0,"IT Services & Consulting, Private, Corporate, B2C, B2B",Private,2011 (13 yrs old),Nov-50,,https://www.webicules.com/,Corporate,Small
BERKOWITS HAIR & SKIN CLINIC,,,0,"Fitness & Wellness, Private, Corporate, B2C",Private,1994 (30 yrs old),51-200,,http://www.berkowits.in,Corporate,Small
Miraj Group,3.9,(142 reviews),5K followers ,"FMCG, Printing & Publishing, Film / Music / Entertainment, Packaging & Containers, Retail, Private, Corporate, B2C, B2B",Private,1987 (37 yrs old),201-500,,http://www.mirajgroup.in/index.html,Corporate,Medium
Jasch Industries,4.6,(12 reviews),0,"Textile & Apparel, Public, Corporate, B2B",Public,1985 (39 yrs old),201-500,,http://www.jaschindustries.com,Corporate,Medium
Compucare,4.6,(21 reviews),0,"Industrial Equipment / Machinery, Financial Services, Corporate, B2B",,1996 (28 yrs old),,,http://www.compucareindia.com,Corporate,
DDF Consultants,4.1,(84 reviews),0,"Medical Services / Hospital, Architecture / Interior Design, Engineering & Construction, Private, Corporate, B2C",Private,2008 (16 yrs old),201-500,,http://www.ddfgroup.com/,Corporate,Medium
Evolutyz IT Services,4.6,(60 reviews),0,"IT Services & Consulting, Software Product, Corporate, B2B",,2011 (13 yrs old),51-200,"Visakhapatnam, Andhra Pradesh",https://www.evolutyz.com/,Corporate,Small
Spring Computing Technologies,3.9,(41 reviews),127 followers ,"IT Services & Consulting, Hardware & Networking, Software Product, Private, Corporate, B2B",Private,2007 (17 yrs old),201-500,,https://www.springct.com/index.html,Corporate,Medium
Calance Software,,,0,"IT Services & Consulting, Analytics / KPO / Research, Private, Corporate, B2B",Private,2004 (20 yrs old),501-1000,,http://www.calanceus.com/,Corporate,Medium
TransDyne ,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,2002 (22 yrs old),1001-5000,,http://www.transdyne.co.in/,Corporate,Medium
Celexsa Technologies,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,2010 (14 yrs old),Nov-50,,http://www.celexsa.com,Corporate,Small
Eclature,4.0,(19 reviews),0,"IT Services & Consulting, Hardware & Networking, Software Product, Private, Corporate, B2B",Private,2008 (16 yrs old),201-500,,https://eclature.com/,Corporate,Medium
Motilal Oswal Financial Services (MOFSL),3.8,(2K reviews),17.8K followers ,"Financial Services, Public, Corporate, B2C, B2B",Public,1987 (37 yrs old),5001-10000,"Mumbai, Maharashtra",http://www.motilaloswalgroup.com,Corporate,Medium
CBNITS,4.1,(118 reviews),0,"IT Services & Consulting, Private, Corporate, B2B",Private,2018 (6 yrs old),51-200,,https://www.cbnits.com/,Corporate,Small
Connectwell Industries,4.4,(154 reviews),0,"Electronics Manufacturing, Private, Corporate, B2B",Private,1978 (46 yrs old),51-200,,http://www.connectwell.com,Corporate,Small
Escalon Business Services,3.6,(187 reviews),0,"Accounting / Auditing, IT Services & Consulting, Private, Corporate, B2B",Private,2006 (18 yrs old),501-1000,"Mohali, Punjab",http://www.escalon.services/,Corporate,Medium
Yalavarti Projects,4.0,(45 reviews),0,"Engineering & Construction, Private, Corporate, B2B",Private,1998 (26 yrs old),Nov-50,,https://www.yalavarti.com/,Corporate,Small
Digient Technologies,4.3,(137 reviews),0,"IT Services & Consulting, Private, Corporate, B2C",Private,2007 (17 yrs old),51-200,,https://www.digient.in/,Corporate,Small
Raw Engineering,,,0,"Software Product, Hardware & Networking, Private, Corporate, B2B",Private,2007 (17 yrs old),201-500,,http://www.raweng.com,Corporate,Medium
Blocklogy Edutech,,,0,"e-Learning / EdTech, Private, Corporate, B2B",Private,2019 (5 yrs old),51-200,,,Corporate,Small
Aderant,,,882 followers ,"IT Services & Consulting, Hardware & Networking, Software Product, Private, Corporate, B2B",Private,1978 (46 yrs old),501-1000,"Atlanta, GA ",,Corporate,Medium
vSplash Techlabs,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,1999 (25 yrs old),201-500,,https://www.vsplash.com/,Corporate,Medium
Sankara Eye Hospital,4.6,(114 reviews),0,"Medical Services / Hospital, Corporate, B2C",,1977 (47 yrs old),1001-5000,,http://www.sankaraeye.com,Corporate,Medium
KHIVRAJ Motors,4.3,(95 reviews),0,"Automobile, Private, Corporate, B2C",Private,1961 (63 yrs old),201-500,,,Corporate,Medium
Nehru Group of Institutions,,,0,"Education / Training, Private, Corporate, B2C",Private,1968 (56 yrs old),1001-5000,,http://www.nehrucolleges.com,Corporate,Medium
Goteso,4.0,(7 reviews),0,"Software Product, IT Services & Consulting, LLP, Corporate, B2B",LLP,2013 (11 yrs old),Nov-50,,http://www.goteso.com,Corporate,Small
Reliance General Insurance (RGI),3.9,(1.4K reviews),0,"Insurance, Financial Services, Private, Corporate, B2C, B2B",Private,2000 (24 yrs old),5001-10000,,http://www.reliancegeneral.co.in,Corporate,Medium
Stelis Biopharma,3.8,(232 reviews),0,"Pharmaceutical & Life Sciences, Private, Corporate, B2B",Private,2013 (11 yrs old),501-1000,,https://www.stelis.com/,Corporate,Medium
Keyideas Infotech,4.4,(96 reviews),0,"IT Services & Consulting, Design, Software Product, Private, Corporate, B2C, B2B",Private,2007 (17 yrs old),Nov-50,,https://www.keyideasinfotech.com/,Corporate,Small
Upstox,3.7,(136 reviews),2.3K followers ,"Financial Services, Internet, Private, Corporate, B2C, Unicorn",Private,2011 (13 yrs old),51-200,,,Corporate,Small
Megha Engineering and Infrastructure,4.0,(4.3K reviews),25.6K followers ,"Engineering & Construction, Private, Corporate, B2B, Conglomerate",Private,1989 (35 yrs old),5001-10000,,,Corporate,Medium
Euclid Innovations,3.7,(77 reviews),0,"IT Services & Consulting, Private, Corporate, B2B, PaaS",Private,2010 (14 yrs old),201-500,,http://www.euclidinnovations.com,Corporate,Medium
Quixom,4.0,(4 reviews),0,"IT Services & Consulting, Private, Corporate, B2B",Private,2013 (11 yrs old),Nov-50,,http://www.quixom.com/,Corporate,Small
Kiprosh,4.7,(5 reviews),0,"Software Product, IT Services & Consulting, Private, Corporate, B2B",Private,2010 (14 yrs old),Nov-50,,https://kiprosh.com/,Corporate,Small
Telliant Systems,3.6,(28 reviews),0,"IT Services & Consulting, Private, Corporate, B2B",Private,2010 (14 yrs old),51-200,,https://www.telliant.com/,Corporate,Small
Binplus Technologies,3.7,(20 reviews),0,"IT Services & Consulting, Private, Corporate, B2B",Private,2016 (8 yrs old),01-Oct,,http://www.binplus.in,Corporate,Small
Mentor Infocomm,4.2,(36 reviews),0,"Hardware & Networking, Internet, Telecom / ISP, IT Services & Consulting, Software Product, Events / Live Entertainment, Private, Corporate, B2B",Private,2012 (12 yrs old),51-200,"Chennai, India",https://www.mentorinfocomm.com/index.php,Corporate,Small
The Dharamsi Morarji Chemical Co (DMCC),,,0,"Chemicals, Public, Corporate, B2B",Public,1919 (105 yrs old),501-1000,,http://www.dmcc.com,Corporate,Medium
Continental Hospitals,4.0,(134 reviews),0,"Medical Services / Hospital, Private, Corporate, B2C, B2B",Private,2007 (17 yrs old),501-1000,,http://www.continentalhospitals.com,Corporate,Medium
Net Avenue,,,0,"Internet, Private, Corporate, B2C, E-commerce",Private,1998 (26 yrs old),201-500,,,Corporate,Medium
Lucid Infotech,4.9,(6 reviews),0,"IT Services & Consulting, Hardware & Networking, Software Product, Private, Corporate, B2B",Private,2006 (18 yrs old),,,http://lucidinfotech.com/,Corporate,
Ebco,,,0,"Furniture & Furnishing, Private, Corporate, B2C, B2B",Private,1963 (61 yrs old),501-1000,,http://www.ebco.in,Corporate,Medium
Sisco Research Laboratories (SRL),4.1,(52 reviews),0,"Biotechnology, Private, Corporate, B2B",Private,1975 (49 yrs old),201-500,,http://www.srlchem.com,Corporate,Medium
Ukb Electronics,4.2,(553 reviews),0,"Electronics Manufacturing, Private, Corporate, B2C, B2B",Private,1996 (28 yrs old),501-1000,"Noida, India",https://www.ukbelectronics.com/,Corporate,Medium
Colan Infotech,4.0,(81 reviews),0,"IT Services & Consulting, Private, Corporate, B2B",Private,2009 (15 yrs old),201-500,,http://www.colaninfotech.com,Corporate,Medium
Nippon Data Systems,3.8,(94 reviews),0,"IT Services & Consulting, Private, Corporate, B2B",Private,1994 (30 yrs old),201-500,,http://www.nippondata.com,Corporate,Medium
Samax Telecom,,,0,"Telecom / ISP, LLP, Corporate, B2B",LLP,2006 (18 yrs old),51-200,,http://www.samax.in,Corporate,Small
Crystal Hues,3.9,(51 reviews),0,"IT Services & Consulting, Public, Corporate, B2B",Public,1989 (35 yrs old),51-200,,https://www.crystalhues.com/,Corporate,Small
Velocis,3.9,(642 reviews),0,"IT Services & Consulting, Hardware & Networking, Private, Corporate, B2B",Private,1995 (29 yrs old),1001-5000,,http://www.velocis.in,Corporate,Medium
Torque Pharmaceuticals,3.9,(145 reviews),0,"Pharmaceutical & Life Sciences, Private, Corporate, B2C, B2B",Private,1985 (39 yrs old),1001-5000,,https://www.torquepharma.com/,Corporate,Medium
Denodo Technologies,4.6,(6 reviews),0,"Software Product, Private, Corporate, B2B",Private,1999 (25 yrs old),201-500,,http://www.denodo.com,Corporate,Medium
Ava Software,5.0,(5 reviews),126 followers ,"Software Product, Private, Corporate, B2B",Private,2009 (15 yrs old),501-1000,Blue Bell,https://www.avasoft.com/,Corporate,Medium
Drish Infotech,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,1999 (25 yrs old),51-200,,http://www.drishinfo.com,Corporate,Small
Fichtner Consulting Engineers,4.0,(103 reviews),0,"Industrial Equipment / Machinery, Private, Corporate, B2B",Private,1987 (37 yrs old),51-200,,https://www.fichtner.co.in/,Corporate,Small
iSpatial Techno,4.2,(27 reviews),0,"IT Services & Consulting, LLP, Corporate, B2B",LLP,2009 (15 yrs old),51-200,,http://ispatialtec.com,Corporate,Small
GGS Information Services,3.8,(290 reviews),0,"IT Services & Consulting, Private, Corporate, B2B",Private,1988 (36 yrs old),501-1000,,https://www.ggsinc.com/,Corporate,Medium
Vitech Systems Asia,3.7,(110 reviews),0,"IT Services & Consulting, Private, Corporate, B2B",Private,2003 (21 yrs old),1001-5000,"New York, New York",https://www.vitechinc.com/about/,Corporate,Medium
Tech Initiator,,,0,"IT Services & Consulting, Advertising & Marketing, Private, Corporate, B2B",Private,2009 (15 yrs old),Nov-50,,https://www.techinitiator.com,Corporate,Small
Arihant Capital,,,0,"Financial Services, Public, Corporate, B2C, B2B",Public,1992 (32 yrs old),201-500,,http://www.arihantcapital.com,Corporate,Medium
INFOSEEK,4.0,(15 reviews),0,"Software Product, Corporate, B2B",,2004 (20 yrs old),,,,Corporate,
Rashmi Metaliks,3.6,(768 reviews),145 followers ,"Iron & Steel, Engineering & Construction, Private, Corporate, B2B",Private,2004 (20 yrs old),10001-50000,"Kolkata, West Bengal",https://rashmimetaliks.com/,Corporate,Large
Kazo Fashion,,,0,"Textile & Apparel, Internet, Retail, Private, Corporate, B2C, B2B, D2C",Private,2007 (17 yrs old),201-500,,http://www.kazo.com,Corporate,Medium
AU Small Finance Bank,4.4,(8.9K reviews),46.8K followers ,"Banking, Private, Corporate, B2C",Private,1996 (28 yrs old),10001-50000,,,Corporate,Large
naaptol,3.7,(243 reviews),3.1K followers ,"Internet, Retail, Private, Corporate, B2C, B2B, E-commerce, Soonicorn",Private,2008 (16 yrs old),501-1000,,,Corporate,Medium
Telebu,3.7,(28 reviews),0,"Telecom / ISP, Private, Corporate, B2C, B2B",Private,2003 (21 yrs old),201-500,,https://www.telebu.com/,Corporate,Medium
FX School,3.6,(4 reviews),0,"Education / Training, Internet, Private, Corporate, B2C",Private,2008 (16 yrs old),51-200,,https://www.fxschool.in/,Corporate,Small
Aurus,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,2000 (24 yrs old),Nov-50,,http://www.aurusinc.com,Corporate,Small
Direction Software,,,0,"IT Services & Consulting, Hardware & Networking, Software Product, LLP, Corporate, B2B",LLP,1999 (25 yrs old),201-500,"Mumbai, India",https://www.direction.biz/,Corporate,Medium
360 Studio Red,,,0,"Advertising & Marketing, Corporate, B2B",Proprietorship,1999 (25 yrs old),Nov-50,,http://www.360studiored.com,Corporate,Small
Axtel Industries,4.3,(86 reviews),0,"Industrial Equipment / Machinery, Public, Corporate, B2B",Public,1991 (33 yrs old),201-500,,http://www.axtelindia.com,Corporate,Medium
Himalaya ,4.2,(1.8K reviews),22.1K followers ,"Pharmaceutical & Life Sciences, Internet, Beauty & Personal Care, Private, Corporate, B2C, B2B, Soonicorn",Private,1930 (94 yrs old),5001-10000,,https://himalayawellness.in,Corporate,Medium
The Body Shop,4.5,(700 reviews),1.2K followers ,"Retail, Beauty & Personal Care, Private, Corporate, B2C",Private,2005 (19 yrs old),,"Gurgaon/Gurugram, Haryana",https://www.thebodyshop.in/,Corporate,
LKP Securities,3.9,(78 reviews),0,"Financial Services, Public, Corporate, B2C, B2B",Public,1948 (76 yrs old),501-1000,,https://www.lkpsec.com/,Corporate,Medium
NetEdge Computing Solutions,4.4,(24 reviews),0,"IT Services & Consulting, Private, Corporate, B2C",Private,1992 (32 yrs old),Nov-50,,https://www.netedgecomputing.com/,Corporate,Small
Sahyadri Hospitals,4.2,(293 reviews),427 followers ,"Medical Services / Hospital, Private, Corporate, B2C",Private,2004 (20 yrs old),1001-5000,"Pune, Maharashtra",https://sahyadrihospital.com/,Corporate,Medium
Sarjen,4.0,(55 reviews),0,"IT Services & Consulting, Private, Corporate, B2B",Private,1998 (26 yrs old),51-200,,https://www.sarjen.com/,Corporate,Small
Joshi Jampala Engineering,,,0,"Iron & Steel, Private, Corporate, B2B",Private,1997 (27 yrs old),,,http://www.joshijampala.com/index.html,Corporate,
Praxcode Technologies,,,0,"Internet, Financial Services, Fitness & Wellness, Medical Services / Hospital, Private, Corporate, B2C, B2B, Soonicorn",Private,2008 (16 yrs old),5001-10000, Bengaluru,https://www.practo.com,Corporate,Medium
D2K Technologies,,,345 followers ,"IT Services & Consulting, Financial Services, Private, Corporate, B2B",Private,2001 (23 yrs old),51-200,"Mumbai, India",https://www.d2ktechnologies.com/,Corporate,Small
The Dharamsi Morarji Chemical Co (DMCC),,,0,"Chemicals, Public, Corporate, B2B",Public,1919 (105 yrs old),501-1000,,http://www.dmcc.com,Corporate,Medium
Acme Infolabs,5.0,(58 reviews),0,"IT Services & Consulting, Analytics / KPO / Research, Private, Corporate, B2B",Private,2016 (8 yrs old),51-200,,https://www.acmeinfolabs.com,Corporate,Small
MAP Systems,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,1993 (31 yrs old),Nov-50,,https://mapsystemsindia.com/,Corporate,Small
Central Business Solutions,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,2000 (24 yrs old),51-200,,https://www.cbsinfosys.com/,Corporate,Small
Shoonye Technology Solutions,,,0,"Software Product, Financial Services, Private, Corporate, B2B",Private,2000 (24 yrs old),Nov-50,,http://www.shoonye.com/,Corporate,Small
Antilog Vacations,,,0,"Travel & Tourism, Private, Corporate, B2C",Private,2010 (14 yrs old),501-1000,,https://www.antilogvacations.com/,Corporate,Medium
SRMB SRIJAN,3.6,(276 reviews),0,"Building Material, Iron & Steel, Corporate, B2B",,1951 (73 yrs old),201-500,,http://www.srmbsteel.com/,Corporate,Medium
Maini Precision Products,3.6,(407 reviews),0,"Auto Components, Industrial Equipment / Machinery, Private, Corporate, B2B",Private,1973 (51 yrs old),1001-5000,,http://www.mainiprecisionproducts.com/,Corporate,Medium
Khushboo Scientific,,,0,"Industrial Automation, Private, Corporate, B2B",Private,1981 (43 yrs old),Nov-50,,http://khushbooscientific.com,Corporate,Small
Sterling Tools (STL),4.0,(231 reviews),0,"Automobile, Auto Components, Public, Corporate, B2B",Public,1979 (45 yrs old),501-1000,"Faridabad, Haryana",http://www.stlfasteners.com,Corporate,Medium
ECE Industries,3.7,(108 reviews),0,"Electrical Equipment, Public, Corporate, B2B",Public,1945 (79 yrs old),501-1000,,http://www.eceindustriesltd.com/,Corporate,Medium
Walsons Facility Solutions,4.0,(190 reviews),0,"Recruitment / Staffing, Law Enforcement / Security Services, Facility Management Services, Private, Corporate, B2B, Conglomerate",Private,1996 (28 yrs old),5001-10000,,http://https://www.walsonsgroup.com/,Corporate,Medium
Eureka Exim,,,0,"IT Services & Consulting, Private, Corporate, B2B",Private,1996 (28 yrs old),Nov-50,,https://www.eepl.com/,Corporate,Small
STIC Travels,,,0,"Travel & Tourism, Private, Corporate, B2C",Private,1973 (51 yrs old),51-200,,https://www.stictravel.com/,Corporate,Small
Akal Information Systems,4.1,(461 reviews),0,"IT Services & Consulting, Private, Corporate, B2B",Private,1999 (25 yrs old),1001-5000,"New Delhi, Delhi",https://www.akalinfo.com/,Corporate,Medium
Brainware University,,,0,"Education / Training, Private, Corporate, B2C",Private,2016 (8 yrs old),501-1000,,http://www.brainwaretechnologies.org,Corporate,Medium
Signals and Systems,4.1,(86 reviews),0,"Electronics Manufacturing, Hardware & Networking, Software Product, Private, Corporate, B2B",Private,1995 (29 yrs old),51-200,"Chennai, Tamil Nadu",http://www.sandsindia.com,Corporate,Small
Sahajanand Laser Technology (SLTL),3.7,(145 reviews),0,"Industrial Equipment / Machinery, Public, Corporate, B2B",Public,1989 (35 yrs old),501-1000,,https://www.sltl.com,Corporate,Medium
Apptivo,,,0,"Software Product, Hardware & Networking, Private, Corporate, B2C, B2B",Private,2009 (15 yrs old),201-500,,https://www.apptivo.com,Corporate,Medium
Wow Momo Foods,3.7,(320 reviews),0,"FMCG, Food Processing, Private, Corporate, B2C",Private,2008 (16 yrs old),1001-5000,,http://wowmomo.co.in/,Corporate,Medium
Fino Payments Bank,3.9,(957 reviews),12.5K followers ,"Banking, Financial Services, Private, Corporate, B2C, B2B",Private,2006 (18 yrs old),1001-5000,,http://www.finobank.com/,Corporate,Medium
